"TIME","GEO","INDIC_DE","Value","FlagandFootnotes"
"2012","Netherlands","Average population - total","16,754,962",""
"2012","Netherlands","Average population - females","8,459,857",""
"2012","Netherlands","Average population - males","8,295,105",""
"2012","Austria","Average population - total","8,429,991",""
"2012","Austria","Average population - females","4,319,108",""
"2012","Austria","Average population - males","4,110,883",""
"2012","Poland","Average population - total","38,063,164",""
"2012","Poland","Average population - females","19,636,469",""
"2012","Poland","Average population - males","18,426,695",""
"2012","Portugal","Average population - total","10,514,844",""
"2012","Portugal","Average population - females","5,501,777",""
"2012","Portugal","Average population - males","5,013,067",""
"2012","Romania","Average population - total","20,058,035",""
"2012","Romania","Average population - females","10,288,742",""
"2012","Romania","Average population - males","9,769,294",""
"2012","Slovenia","Average population - total","2,057,159",""
"2012","Slovenia","Average population - females","1,039,263",""
"2012","Slovenia","Average population - males","1,017,896",""
"2012","Slovakia","Average population - total","5,407,579",""
"2012","Slovakia","Average population - females","2,773,714",""
"2012","Slovakia","Average population - males","2,633,866",""
"2012","Finland","Average population - total","5,413,971",""
"2012","Finland","Average population - females","2,754,393",""
"2012","Finland","Average population - males","2,659,578",""
"2012","Sweden","Average population - total","9,519,374",""
"2012","Sweden","Average population - females","4,773,005",""
"2012","Sweden","Average population - males","4,746,370",""
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","509,981,346","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","261,217,701","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","248,763,646","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","505,712,284","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","259,008,035","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","246,704,250","b"
"2012","European Free Trade Association","Average population - total","13,372,806",""
"2012","European Free Trade Association","Average population - females","6,730,983",""
"2012","European Free Trade Association","Average population - males","6,641,824",""
"2012","Iceland","Average population - total","320,716",""
"2012","Iceland","Average population - females","159,815",""
"2012","Iceland","Average population - males","160,901",""
"2012","Liechtenstein","Average population - total","36,657",""
"2012","Liechtenstein","Average population - females","18,512",""
"2012","Liechtenstein","Average population - males","18,145",""
"2012","Norway","Average population - total","5,018,573",""
"2012","Norway","Average population - females","2,501,183",""
"2012","Norway","Average population - males","2,517,390",""
"2012","Switzerland","Average population - total","7,996,861",""
"2012","Switzerland","Average population - females","4,051,473",""
"2012","Switzerland","Average population - males","3,945,389",""
"2012","United Kingdom","Average population - total","63,700,215",""
"2012","United Kingdom","Average population - females","32,385,034",""
"2012","United Kingdom","Average population - males","31,315,181",""
"2012","Montenegro","Average population - total","620,601",""
"2012","Montenegro","Average population - females","314,021",""
"2012","Montenegro","Average population - males","306,580",""
"2012","North Macedonia","Average population - total","2,061,044",""
"2012","North Macedonia","Average population - females","1,028,512",""
"2012","North Macedonia","Average population - males","1,032,532",""
"2012","Albania","Average population - total","2,900,389",""
"2012","Albania","Average population - females","1,440,714",""
"2012","Albania","Average population - males","1,459,676",""
"2012","Serbia","Average population - total","7,199,077",""
"2012","Serbia","Average population - females","3,693,363",""
"2012","Serbia","Average population - males","3,505,714",""
"2012","Turkey","Average population - total","75,175,827",""
"2012","Turkey","Average population - females","37,431,266",""
"2012","Turkey","Average population - males","37,744,561",""
"2012","Andorra","Average population - total","77,181",""
"2012","Andorra","Average population - females","37,830",""
"2012","Andorra","Average population - males","39,351",""
"2012","Belarus","Average population - total","9,464,495",""
"2012","Belarus","Average population - females","5,066,586",""
"2012","Belarus","Average population - males","4,397,910",""
"2012","Bosnia and Herzegovina","Average population - total","3,837,455",""
"2012","Bosnia and Herzegovina","Average population - females","1,962,848",""
"2012","Bosnia and Herzegovina","Average population - males","1,874,608",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,797,814","e"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - females","892,720","e"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males","905,094","e"
"2012","Moldova","Average population - total","3,559,519",""
"2012","Moldova","Average population - females","1,847,484",""
"2012","Moldova","Average population - males","1,712,036",""
"2012","Monaco","Average population - total",":",""
"2012","Monaco","Average population - females",":",""
"2012","Monaco","Average population - males",":",""
"2012","Russia","Average population - total",":",""
"2012","Russia","Average population - females",":",""
"2012","Russia","Average population - males",":",""
"2012","San Marino","Average population - total","33,469",""
"2012","San Marino","Average population - females","17,197",""
"2012","San Marino","Average population - males","16,273",""
"2012","Ukraine","Average population - total","45,412,987",""
"2012","Ukraine","Average population - females","24,443,259",""
"2012","Ukraine","Average population - males","20,969,728",""
"2012","Armenia","Average population - total",":",""
"2012","Armenia","Average population - females",":",""
"2012","Armenia","Average population - males",":",""
"2012","Azerbaijan","Average population - total","9,295,784",""
"2012","Azerbaijan","Average population - females","4,679,646",""
"2012","Azerbaijan","Average population - males","4,616,139",""
"2012","Georgia","Average population - total",":",""
"2012","Georgia","Average population - females",":",""
"2012","Georgia","Average population - males",":",""
"2013","European Union - 28 countries (2013-2020)","Average population - total","506,087,216",""
"2013","European Union - 28 countries (2013-2020)","Average population - females","259,195,325",""
"2013","European Union - 28 countries (2013-2020)","Average population - males","246,891,891",""
"2013","Belgium","Average population - total","11,159,407",""
"2013","Belgium","Average population - females","5,676,083",""
"2013","Belgium","Average population - males","5,483,324",""
"2013","Bulgaria","Average population - total","7,265,115",""
"2013","Bulgaria","Average population - females","3,730,106",""
"2013","Bulgaria","Average population - males","3,535,009",""
"2013","Czechia","Average population - total","10,514,272",""
"2013","Czechia","Average population - females","5,350,908",""
"2013","Czechia","Average population - males","5,163,365",""
"2013","Denmark","Average population - total","5,614,932",""
"2013","Denmark","Average population - females","2,829,366",""
"2013","Denmark","Average population - males","2,785,566",""
"2013","Germany (until 1990 former territory of the FRG)","Average population - total","80,645,605",""
"2013","Germany (until 1990 former territory of the FRG)","Average population - females","41,176,655",""
"2013","Germany (until 1990 former territory of the FRG)","Average population - males","39,468,950",""
"2013","Germany including former GDR","Average population - total","80,645,605",""
"2013","Germany including former GDR","Average population - females","41,176,655",""
"2013","Germany including former GDR","Average population - males","39,468,950",""
"2013","Estonia","Average population - total","1,317,997",""
"2013","Estonia","Average population - females","702,454",""
"2013","Estonia","Average population - males","615,543",""
"2013","Ireland","Average population - total","4,623,816",""
"2013","Ireland","Average population - females","2,334,160",""
"2013","Ireland","Average population - males","2,289,656",""
"2013","Greece","Average population - total","10,965,211",""
"2013","Greece","Average population - females","5,625,466",""
"2013","Greece","Average population - males","5,339,745",""
"2013","Spain","Average population - total","46,620,045",""
"2013","Spain","Average population - females","23,672,434",""
"2013","Spain","Average population - males","22,947,611",""
"2013","France","Average population - total","65,771,309",""
"2013","France","Average population - females","33,916,678",""
"2013","France","Average population - males","31,854,631",""
"2013","France (metropolitan)","Average population - total",":",""
"2013","France (metropolitan)","Average population - females",":",""
"2013","France (metropolitan)","Average population - males",":",""
"2013","Croatia","Average population - total","4,254,475",""
"2013","Croatia","Average population - females","2,201,359",""
"2013","Croatia","Average population - males","2,053,116",""
"2013","Italy","Average population - total","60,233,948",""
"2013","Italy","Average population - females","31,046,867",""
"2013","Italy","Average population - males","29,187,081",""
"2013","Cyprus","Average population - total","861,939",""
"2013","Cyprus","Average population - females","442,652",""
"2013","Cyprus","Average population - males","419,287",""
"2013","Latvia","Average population - total","2,012,647",""
"2013","Latvia","Average population - females","1,090,834",""
"2013","Latvia","Average population - males","921,813",""
"2013","Lithuania","Average population - total","2,957,689",""
"2013","Lithuania","Average population - females","1,595,246",""
"2013","Lithuania","Average population - males","1,362,443",""
"2013","Luxembourg","Average population - total","543,360",""
"2013","Luxembourg","Average population - females","271,595",""
"2013","Luxembourg","Average population - males","271,765",""
"2013","Hungary","Average population - total","9,893,082",""
"2013","Hungary","Average population - females","5,183,410",""
"2013","Hungary","Average population - males","4,709,672",""
"2013","Malta","Average population - total","425,967",""
"2013","Malta","Average population - females","213,509",""
"2013","Malta","Average population - males","212,458",""
"2013","Netherlands","Average population - total","16,804,432",""
"2013","Netherlands","Average population - females","8,483,570",""
"2013","Netherlands","Average population - males","8,320,862",""
"2013","Austria","Average population - total","8,479,823",""
"2013","Austria","Average population - females","4,340,343",""
"2013","Austria","Average population - males","4,139,481",""
"2013","Poland","Average population - total","38,040,196",""
"2013","Poland","Average population - females","19,625,167",""
"2013","Poland","Average population - males","18,415,029",""
"2013","Portugal","Average population - total","10,457,295",""
"2013","Portugal","Average population - females","5,480,437",""
"2013","Portugal","Average population - males","4,976,859",""
"2013","Romania","Average population - total","19,983,693",""
"2013","Romania","Average population - females","10,229,927",""
"2013","Romania","Average population - males","9,753,766",""
"2013","Slovenia","Average population - total","2,059,953",""
"2013","Slovenia","Average population - females","1,039,986",""
"2013","Slovenia","Average population - males","1,019,968",""
"2013","Slovakia","Average population - total","5,413,393",""
"2013","Slovakia","Average population - females","2,775,873",""
"2013","Slovakia","Average population - males","2,637,520",""
"2013","Finland","Average population - total","5,438,972",""
"2013","Finland","Average population - females","2,765,479",""
"2013","Finland","Average population - males","2,673,493",""
"2013","Sweden","Average population - total","9,600,379",""
"2013","Sweden","Average population - females","4,810,248",""
"2013","Sweden","Average population - males","4,790,131",""
"2013","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","511,527,586",""
"2013","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - females","261,903,536",""
"2013","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - males","249,624,050",""
"2013","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","507,273,111",""
"2013","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - females","259,702,177",""
"2013","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - males","247,570,935",""
"2013","European Free Trade Association","Average population - total","13,529,716",""
"2013","European Free Trade Association","Average population - females","6,802,249",""
"2013","European Free Trade Association","Average population - males","6,727,467",""
"2013","Iceland","Average population - total","323,764",""
"2013","Iceland","Average population - females","161,386",""
"2013","Iceland","Average population - males","162,378",""
"2013","Liechtenstein","Average population - total","36,984",""
"2013","Liechtenstein","Average population - females","18,660",""
"2013","Liechtenstein","Average population - males","18,324",""
"2013","Norway","Average population - total","5,079,623",""
"2013","Norway","Average population - females","2,528,165",""
"2013","Norway","Average population - males","2,551,458",""
"2013","Switzerland","Average population - total","8,089,346",""
"2013","Switzerland","Average population - females","4,094,038",""
"2013","Switzerland","Average population - males","3,995,308",""
"2013","United Kingdom","Average population - total","64,128,273",""
"2013","United Kingdom","Average population - females","32,584,519",""
"2013","United Kingdom","Average population - males","31,543,754",""
"2013","Montenegro","Average population - total","621,207",""
"2013","Montenegro","Average population - females","314,229",""
"2013","Montenegro","Average population - males","306,978",""
"2013","North Macedonia","Average population - total","2,064,032",""
"2013","North Macedonia","Average population - females","1,030,042",""
"2013","North Macedonia","Average population - males","1,033,990",""
"2013","Albania","Average population - total","2,895,082",""
"2013","Albania","Average population - females","1,434,010",""
"2013","Albania","Average population - males","1,461,072",""
"2013","Serbia","Average population - total","7,164,132",""
"2013","Serbia","Average population - females","3,675,697",""
"2013","Serbia","Average population - males","3,488,436",""
"2013","Turkey","Average population - total","76,147,624",""
"2013","Turkey","Average population - females","37,932,860",""
"2013","Turkey","Average population - males","38,214,764",""
"2013","Andorra","Average population - total",":",""
"2013","Andorra","Average population - females",":",""
"2013","Andorra","Average population - males",":",""
"2013","Belarus","Average population - total","9,465,997",""
"2013","Belarus","Average population - females","5,066,629",""
"2013","Belarus","Average population - males","4,399,369",""
"2013","Bosnia and Herzegovina","Average population - total","3,833,278",""
"2013","Bosnia and Herzegovina","Average population - females",":",""
"2013","Bosnia and Herzegovina","Average population - males",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,818,119","e"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - females","902,803","e"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - males","915,316","e"
"2013","Moldova","Average population - total","3,558,566",""
"2013","Moldova","Average population - females","1,846,640",""
"2013","Moldova","Average population - males","1,711,926",""
"2013","Monaco","Average population - total",":",""
"2013","Monaco","Average population - females",":",""
"2013","Monaco","Average population - males",":",""
"2013","Russia","Average population - total",":",""
"2013","Russia","Average population - females",":",""
"2013","Russia","Average population - males",":",""
"2013","San Marino","Average population - total","33,041",""
"2013","San Marino","Average population - females",":",""
"2013","San Marino","Average population - males",":",""
"2013","Ukraine","Average population - total","45,309,293",""
"2013","Ukraine","Average population - females","24,368,777",""
"2013","Ukraine","Average population - males","20,940,516",""
"2013","Armenia","Average population - total",":",""
"2013","Armenia","Average population - females",":",""
"2013","Armenia","Average population - males",":",""
"2013","Azerbaijan","Average population - total","9,416,801",""
"2013","Azerbaijan","Average population - females","4,735,631",""
"2013","Azerbaijan","Average population - males","4,681,171",""
"2013","Georgia","Average population - total",":",""
"2013","Georgia","Average population - females",":",""
"2013","Georgia","Average population - males",":",""
"2014","European Union - 28 countries (2013-2020)","Average population - total","507,876,849","b"
"2014","European Union - 28 countries (2013-2020)","Average population - females","260,012,190","b"
"2014","European Union - 28 countries (2013-2020)","Average population - males","247,864,659","b"
"2014","Belgium","Average population - total","11,209,057",""
"2014","Belgium","Average population - females","5,700,127",""
"2014","Belgium","Average population - males","5,508,930",""
"2014","Bulgaria","Average population - total","7,223,938",""
"2014","Bulgaria","Average population - females","3,710,458",""
"2014","Bulgaria","Average population - males","3,513,480",""
"2014","Czechia","Average population - total","10,525,347",""
"2014","Czechia","Average population - females","5,355,694",""
"2014","Czechia","Average population - males","5,169,654",""
"2014","Denmark","Average population - total","5,643,475",""
"2014","Denmark","Average population - females","2,841,829",""
"2014","Denmark","Average population - males","2,801,647",""
"2014","Germany (until 1990 former territory of the FRG)","Average population - total","80,982,500",""
"2014","Germany (until 1990 former territory of the FRG)","Average population - females","41,286,310",""
"2014","Germany (until 1990 former territory of the FRG)","Average population - males","39,696,190",""
"2014","Germany including former GDR","Average population - total","80,982,500",""
"2014","Germany including former GDR","Average population - females","41,286,310",""
"2014","Germany including former GDR","Average population - males","39,696,190",""
"2014","Estonia","Average population - total","1,314,545",""
"2014","Estonia","Average population - females","699,891",""
"2014","Estonia","Average population - males","614,654",""
"2014","Ireland","Average population - total","4,657,740",""
"2014","Ireland","Average population - females","2,353,144",""
"2014","Ireland","Average population - males","2,304,596",""
"2014","Greece","Average population - total","10,892,413",""
"2014","Greece","Average population - females","5,601,598",""
"2014","Greece","Average population - males","5,290,815",""
"2014","Spain","Average population - total","46,480,882",""
"2014","Spain","Average population - females","23,628,879",""
"2014","Spain","Average population - males","22,852,004",""
"2014","France","Average population - total","66,312,067","b"
"2014","France","Average population - females","34,202,373","b"
"2014","France","Average population - males","32,109,694","b"
"2014","France (metropolitan)","Average population - total",":",""
"2014","France (metropolitan)","Average population - females",":",""
"2014","France (metropolitan)","Average population - males",":",""
"2014","Croatia","Average population - total","4,236,063",""
"2014","Croatia","Average population - females","2,191,575",""
"2014","Croatia","Average population - males","2,044,488",""
"2014","Italy","Average population - total","60,789,140",""
"2014","Italy","Average population - females","31,296,063",""
"2014","Italy","Average population - males","29,493,077",""
"2014","Cyprus","Average population - total","852,504",""
"2014","Cyprus","Average population - females","437,823",""
"2014","Cyprus","Average population - males","414,682",""
"2014","Latvia","Average population - total","1,993,782",""
"2014","Latvia","Average population - females","1,079,656",""
"2014","Latvia","Average population - males","914,126",""
"2014","Lithuania","Average population - total","2,932,367",""
"2014","Lithuania","Average population - females","1,581,241",""
"2014","Lithuania","Average population - males","1,351,126",""
"2014","Luxembourg","Average population - total","556,319",""
"2014","Luxembourg","Average population - females","277,775",""
"2014","Luxembourg","Average population - males","278,545",""
"2014","Hungary","Average population - total","9,866,468",""
"2014","Hungary","Average population - females","5,166,883",""
"2014","Hungary","Average population - males","4,699,585",""
"2014","Malta","Average population - total","434,558",""
"2014","Malta","Average population - females","217,047",""
"2014","Malta","Average population - males","217,511",""
"2014","Netherlands","Average population - total","16,865,008",""
"2014","Netherlands","Average population - females","8,511,386",""
"2014","Netherlands","Average population - males","8,353,622",""
"2014","Austria","Average population - total","8,546,356",""
"2014","Austria","Average population - females","4,368,488",""
"2014","Austria","Average population - males","4,177,868",""
"2014","Poland","Average population - total","38,011,735",""
